benchmark_id,benchmark_family,granularity,semantic_label_mode,rollback_split_condition,method_id,compiler,compiler_id,opt_level,profile_condition,status,error_message,comparison_sites,worst_case_depth,expected_depth,accept_predicate_num_intervals,accept_predicate_comparison_sites,accept_predicate_worst_case_depth,accept_predicate_expected_depth,rollbackacc_predicate_num_intervals,rollbackacc_predicate_comparison_sites,rollbackacc_predicate_worst_case_depth,rollbackacc_predicate_expected_depth,throughput_bytes_per_sec
BM6,Python-like lexer,operational,operational_rb_on,on,B4,gcc,gcc_O3,-O3,same_B,completed,,7,7,1.958921174748513,2,3,3,1.8649184548465123,1,1,1,1.0,274043173.6466654
BM6,Python-like lexer,operational,operational_rb_on,on,B4,gcc,gcc_Os,-Os,same_B,completed,,7,7,1.958921174748513,2,3,3,1.8649184548465123,1,1,1,1.0,231462662.6592144
BM6,Python-like lexer,operational,operational_rb_on,on,B4,clang,clang_O2,-O2,same_B,completed,,7,7,1.958921174748513,2,3,3,1.8649184548465123,1,1,1,1.0,3839535714285.7144
BM6,Python-like lexer,operational,operational_rb_on,on,B4,clang,clang_O3,-O3,same_B,completed,,7,7,1.958921174748513,2,3,3,1.8649184548465123,1,1,1,1.0,4479458333333.333
BM6,Python-like lexer,operational,operational_rb_on,on,B4,clang,clang_Os,-Os,same_B,completed,,7,7,1.958921174748513,2,3,3,1.8649184548465123,1,1,1,1.0,251499541.48185578
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,gcc,gcc_O2,-O2,same_B,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,207478184.84813103
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,gcc,gcc_O3,-O3,same_B,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,237859974.8659221
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,gcc,gcc_Os,-Os,same_B,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,226016244.7796275
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,clang,clang_O2,-O2,same_B,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,4388040816326.5303
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,clang,clang_O3,-O3,same_B,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,4479458333333.333
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,clang,clang_Os,-Os,same_B,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,238728846.1154129
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,gcc,gcc_O2,-O2,same_B,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,212632726.1004016
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,gcc,gcc_O3,-O3,same_B,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,239189079.44898874
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,gcc,gcc_Os,-Os,same_B,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,198860556.95827898
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,clang,clang_O2,-O2,same_B,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,4574765957446.809
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,clang,clang_O3,-O3,same_B,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,4479458333333.333
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,clang,clang_Os,-Os,same_B,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,231771296.5088892
BM6,Python-like lexer,operational,operational_rb_on,on,B1,gcc,gcc_O2,-O2,A_to_B,completed,,0,0,0.0,18,34,34,7.732894890734227,11,20,20,6.433833253861864,210643154.54322803
BM6,Python-like lexer,operational,operational_rb_on,on,B1,gcc,gcc_O3,-O3,A_to_B,completed,,0,0,0.0,18,34,34,7.732894890734227,11,20,20,6.433833253861864,227606078.6978816
BM6,Python-like lexer,operational,operational_rb_on,on,B1,gcc,gcc_Os,-Os,A_to_B,completed,,0,0,0.0,18,34,34,7.732894890734227,11,20,20,6.433833253861864,192920892.3311312
BM6,Python-like lexer,operational,operational_rb_on,on,B1,clang,clang_O2,-O2,A_to_B,completed,,0,0,0.0,18,34,34,7.732894890734227,11,20,20,6.433833253861864,4778088888888.889
BM6,Python-like lexer,operational,operational_rb_on,on,B1,clang,clang_O3,-O3,A_to_B,completed,,0,0,0.0,18,34,34,7.732894890734227,11,20,20,6.433833253861864,4886681818181.818
BM6,Python-like lexer,operational,operational_rb_on,on,B1,clang,clang_Os,-Os,A_to_B,completed,,0,0,0.0,18,34,34,7.732894890734227,11,20,20,6.433833253861864,259665572.51926836
BM6,Python-like lexer,operational,operational_rb_on,on,B2,gcc,gcc_O2,-O2,A_to_B,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0121636332556614,219348770.4006578
BM6,Python-like lexer,operational,operational_rb_on,on,B2,gcc,gcc_O3,-O3,A_to_B,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0121636332556614,231418318.9576306
BM6,Python-like lexer,operational,operational_rb_on,on,B2,gcc,gcc_Os,-Os,A_to_B,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0121636332556614,193125884.7284198
BM6,Python-like lexer,operational,operational_rb_on,on,B2,clang,clang_O2,-O2,A_to_B,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0121636332556614,4300280000000.0
BM6,Python-like lexer,operational,operational_rb_on,on,B2,clang,clang_O3,-O3,A_to_B,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0121636332556614,4388040816326.5303
BM6,Python-like lexer,operational,operational_rb_on,on,B2,clang,clang_Os,-Os,A_to_B,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0121636332556614,247748515.9101803
BM6,Python-like lexer,operational,operational_rb_on,on,B3,gcc,gcc_O2,-O2,A_to_B,completed,,7,7,2.2462955798868207,1,1,1,1.0,1,2,2,1.7657061115059693,234367097.43804392
BM6,Python-like lexer,operational,operational_rb_on,on,B3,gcc,gcc_O3,-O3,A_to_B,completed,,7,7,2.2462955798868207,1,1,1,1.0,1,2,2,1.7657061115059693,296420166.8392225
BM6,Python-like lexer,operational,operational_rb_on,on,B3,gcc,gcc_Os,-Os,A_to_B,completed,,7,7,2.2462955798868207,1,1,1,1.0,1,2,2,1.7657061115059693,219001803.84623608
BM6,Python-like lexer,operational,operational_rb_on,on,B3,clang,clang_O2,-O2,A_to_B,completed,,7,7,2.2462955798868207,1,1,1,1.0,1,2,2,1.7657061115059693,4674217391304.348
BM6,Python-like lexer,operational,operational_rb_on,on,B3,clang,clang_O3,-O3,A_to_B,completed,,7,7,2.2462955798868207,1,1,1,1.0,1,2,2,1.7657061115059693,3772175438596.491
BM6,Python-like lexer,operational,operational_rb_on,on,B3,clang,clang_Os,-Os,A_to_B,completed,,7,7,2.2462955798868207,1,1,1,1.0,1,2,2,1.7657061115059693,249056254.0903378
BM6,Python-like lexer,operational,operational_rb_on,on,B4,gcc,gcc_O2,-O2,A_to_B,completed,,7,7,1.9775260681415372,2,3,3,1.887612347167367,1,1,1,1.0,229074598.87920564
BM6,Python-like lexer,operational,operational_rb_on,on,B4,gcc,gcc_O3,-O3,A_to_B,completed,,7,7,1.9775260681415372,2,3,3,1.887612347167367,1,1,1,1.0,268456761.29879665
BM6,Python-like lexer,operational,operational_rb_on,on,B4,gcc,gcc_Os,-Os,A_to_B,completed,,7,7,1.9775260681415372,2,3,3,1.887612347167367,1,1,1,1.0,220597091.79627186
BM6,Python-like lexer,operational,operational_rb_on,on,B4,clang,clang_O2,-O2,A_to_B,completed,,7,7,1.9775260681415372,2,3,3,1.887612347167367,1,1,1,1.0,4674217391304.348
BM6,Python-like lexer,operational,operational_rb_on,on,B4,clang,clang_O3,-O3,A_to_B,completed,,7,7,1.9775260681415372,2,3,3,1.887612347167367,1,1,1,1.0,4388040816326.5303
BM6,Python-like lexer,operational,operational_rb_on,on,B4,clang,clang_Os,-Os,A_to_B,completed,,7,7,1.9775260681415372,2,3,3,1.887612347167367,1,1,1,1.0,263841577.7435283
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,gcc,gcc_O2,-O2,A_to_B,completed,,7,5,2.529432933576846,1,1,1,1.0,1,2,2,1.650367518061016,193235056.48836574
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,gcc,gcc_O3,-O3,A_to_B,completed,,7,5,2.529432933576846,1,1,1,1.0,1,2,2,1.650367518061016,241086275.23532414
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,gcc,gcc_Os,-Os,A_to_B,completed,,7,5,2.529432933576846,1,1,1,1.0,1,2,2,1.650367518061016,225035270.67363846
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,clang,clang_O2,-O2,A_to_B,completed,,7,5,2.529432933576846,1,1,1,1.0,1,2,2,1.650367518061016,4300280000000.0
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,clang,clang_O3,-O3,A_to_B,completed,,7,5,2.529432933576846,1,1,1,1.0,1,2,2,1.650367518061016,4215960784313.7256
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,clang,clang_Os,-Os,A_to_B,completed,,7,5,2.529432933576846,1,1,1,1.0,1,2,2,1.650367518061016,239581394.98605502
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,gcc,gcc_O2,-O2,A_to_B,completed,,7,5,2.529432933576846,1,1,1,1.0,1,2,2,1.650367518061016,215919133.00555933
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,gcc,gcc_O3,-O3,A_to_B,completed,,7,5,2.529432933576846,1,1,1,1.0,1,2,2,1.650367518061016,235926268.51489148
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,gcc,gcc_Os,-Os,A_to_B,completed,,7,5,2.529432933576846,1,1,1,1.0,1,2,2,1.650367518061016,202508111.569995
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,clang,clang_O2,-O2,A_to_B,completed,,7,5,2.529432933576846,1,1,1,1.0,1,2,2,1.650367518061016,4215960784313.7256
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,clang,clang_O3,-O3,A_to_B,completed,,7,5,2.529432933576846,1,1,1,1.0,1,2,2,1.650367518061016,3772175438596.491
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,clang,clang_Os,-Os,A_to_B,completed,,7,5,2.529432933576846,1,1,1,1.0,1,2,2,1.650367518061016,231641704.858126
BM6,Python-like lexer,operational,operational_rb_on,on,B1,gcc,gcc_O2,-O2,B_to_A,completed,,0,0,0.0,18,34,34,7.964755468352591,11,20,20,6.61426183728342,203678651.80333212
BM6,Python-like lexer,operational,operational_rb_on,on,B1,gcc,gcc_O3,-O3,B_to_A,completed,,0,0,0.0,18,34,34,7.964755468352591,11,20,20,6.61426183728342,225882029.98289496
BM6,Python-like lexer,operational,operational_rb_on,on,B1,gcc,gcc_Os,-Os,B_to_A,completed,,0,0,0.0,18,34,34,7.964755468352591,11,20,20,6.61426183728342,189196603.13739014
BM6,Python-like lexer,operational,operational_rb_on,on,B1,clang,clang_O2,-O2,B_to_A,completed,,0,0,0.0,18,34,34,7.964755468352591,11,20,20,6.61426183728342,5000346153846.153
BM6,Python-like lexer,operational,operational_rb_on,on,B1,clang,clang_O3,-O3,B_to_A,completed,,0,0,0.0,18,34,34,7.964755468352591,11,20,20,6.61426183728342,5778177777777.778
BM6,Python-like lexer,operational,operational_rb_on,on,B1,clang,clang_Os,-Os,B_to_A,completed,,0,0,0.0,18,34,34,7.964755468352591,11,20,20,6.61426183728342,257631048.33715624
BM6,Python-like lexer,operational,operational_rb_on,on,B2,gcc,gcc_O2,-O2,B_to_A,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0144196331246693,213125315.56756258
BM6,Python-like lexer,operational,operational_rb_on,on,B2,gcc,gcc_O3,-O3,B_to_A,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0144196331246693,226464952.6198439
BM6,Python-like lexer,operational,operational_rb_on,on,B2,gcc,gcc_Os,-Os,B_to_A,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0144196331246693,189029625.43464714
BM6,Python-like lexer,operational,operational_rb_on,on,B2,clang,clang_O2,-O2,B_to_A,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0144196331246693,5306489795918.367
BM6,Python-like lexer,operational,operational_rb_on,on,B2,clang,clang_O3,-O3,B_to_A,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0144196331246693,4815148148148.148
BM6,Python-like lexer,operational,operational_rb_on,on,B2,clang,clang_Os,-Os,B_to_A,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0144196331246693,236977398.47816357
BM6,Python-like lexer,operational,operational_rb_on,on,B3,gcc,gcc_O2,-O2,B_to_A,completed,,7,7,2.259325007526446,1,1,1,1.0,1,2,2,1.7761894380599417,229029808.80858135
BM6,Python-like lexer,operational,operational_rb_on,on,B3,gcc,gcc_O3,-O3,B_to_A,completed,,7,7,2.259325007526446,1,1,1,1.0,1,2,2,1.7761894380599417,299527470.5273853
BM6,Python-like lexer,operational,operational_rb_on,on,B3,gcc,gcc_Os,-Os,B_to_A,completed,,7,7,2.259325007526446,1,1,1,1.0,1,2,2,1.7761894380599417,222414207.52033025
BM6,Python-like lexer,operational,operational_rb_on,on,B3,clang,clang_O2,-O2,B_to_A,completed,,7,7,2.259325007526446,1,1,1,1.0,1,2,2,1.7761894380599417,5000346153846.153
BM6,Python-like lexer,operational,operational_rb_on,on,B3,clang,clang_O3,-O3,B_to_A,completed,,7,7,2.259325007526446,1,1,1,1.0,1,2,2,1.7761894380599417,4906000000000.0
BM6,Python-like lexer,operational,operational_rb_on,on,B3,clang,clang_Os,-Os,B_to_A,completed,,7,7,2.259325007526446,1,1,1,1.0,1,2,2,1.7761894380599417,249154609.8556824
BM6,Python-like lexer,operational,operational_rb_on,on,B4,gcc,gcc_O2,-O2,B_to_A,completed,,7,7,1.958921174748513,2,3,3,1.8649184548465123,1,1,1,1.0,228592678.68336216
BM6,Python-like lexer,operational,operational_rb_on,on,B4,gcc,gcc_O3,-O3,B_to_A,completed,,7,7,1.958921174748513,2,3,3,1.8649184548465123,1,1,1,1.0,273103480.14780176
BM6,Python-like lexer,operational,operational_rb_on,on,B4,gcc,gcc_Os,-Os,B_to_A,completed,,7,7,1.958921174748513,2,3,3,1.8649184548465123,1,1,1,1.0,224340656.6859241
BM6,Python-like lexer,operational,operational_rb_on,on,B4,clang,clang_O2,-O2,B_to_A,completed,,7,7,1.958921174748513,2,3,3,1.8649184548465123,1,1,1,1.0,4906000000000.0
BM6,Python-like lexer,operational,operational_rb_on,on,B4,clang,clang_O3,-O3,B_to_A,completed,,7,7,1.958921174748513,2,3,3,1.8649184548465123,1,1,1,1.0,5652565217391.304
BM6,Python-like lexer,operational,operational_rb_on,on,B4,clang,clang_Os,-Os,B_to_A,completed,,7,7,1.958921174748513,2,3,3,1.8649184548465123,1,1,1,1.0,242177509.41399896
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,gcc,gcc_O2,-O2,B_to_A,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,209186345.58249134
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,gcc,gcc_O3,-O3,B_to_A,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,238465489.0955447
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,gcc,gcc_Os,-Os,B_to_A,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,218439926.03800088
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,clang,clang_O2,-O2,B_to_A,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,5652565217391.304
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,clang,clang_O3,-O3,B_to_A,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,4815148148148.148
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,clang,clang_Os,-Os,B_to_A,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,225308933.48734155
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,gcc,gcc_O2,-O2,B_to_A,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,206197715.64607185
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,gcc,gcc_O3,-O3,B_to_A,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,236585614.40670255
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,gcc,gcc_Os,-Os,B_to_A,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,202398883.45822814
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,clang,clang_O2,-O2,B_to_A,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,4561719298245.614
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,clang,clang_O3,-O3,B_to_A,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,5417041666666.667
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,clang,clang_Os,-Os,B_to_A,completed,,7,5,2.5476346195770656,1,1,1,1.0,1,2,2,1.6547593094355684,230033786.0851579
BM6,Python-like lexer,operational,operational_rb_on,on,B1,gcc,gcc_O2,-O2,uniform,completed,,0,0,0.0,18,34,34,7.838288807167885,11,20,20,6.516746111692155,207699361.60831252
BM6,Python-like lexer,operational,operational_rb_on,on,B1,gcc,gcc_O3,-O3,uniform,completed,,0,0,0.0,18,34,34,7.838288807167885,11,20,20,6.516746111692155,224468090.61667475
BM6,Python-like lexer,operational,operational_rb_on,on,B1,gcc,gcc_Os,-Os,uniform,completed,,0,0,0.0,18,34,34,7.838288807167885,11,20,20,6.516746111692155,191403204.89840508
BM6,Python-like lexer,operational,operational_rb_on,on,B1,clang,clang_O2,-O2,uniform,completed,,0,0,0.0,18,34,34,7.838288807167885,11,20,20,6.516746111692155,5652565217391.304
BM6,Python-like lexer,operational,operational_rb_on,on,B1,clang,clang_O3,-O3,uniform,completed,,0,0,0.0,18,34,34,7.838288807167885,11,20,20,6.516746111692155,5098392156862.745
BM6,Python-like lexer,operational,operational_rb_on,on,B1,clang,clang_Os,-Os,uniform,completed,,0,0,0.0,18,34,34,7.838288807167885,11,20,20,6.516746111692155,264308251.53898072
BM6,Python-like lexer,operational,operational_rb_on,on,B2,gcc,gcc_O2,-O2,uniform,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.012444512991551,212411661.24645972
BM6,Python-like lexer,operational,operational_rb_on,on,B2,gcc,gcc_O3,-O3,uniform,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.012444512991551,226725611.2448118
BM6,Python-like lexer,operational,operational_rb_on,on,B2,gcc,gcc_Os,-Os,uniform,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.012444512991551,189620180.60801148
BM6,Python-like lexer,operational,operational_rb_on,on,B2,clang,clang_O2,-O2,uniform,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.012444512991551,4561719298245.614
BM6,Python-like lexer,operational,operational_rb_on,on,B2,clang,clang_O3,-O3,uniform,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.012444512991551,5000346153846.153
BM6,Python-like lexer,operational,operational_rb_on,on,B2,clang,clang_Os,-Os,uniform,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.012444512991551,240793972.41803384
BM6,Python-like lexer,operational,operational_rb_on,on,B3,gcc,gcc_O2,-O2,uniform,completed,,7,7,2.2531798092355446,1,1,1,1.0,1,2,2,1.7709236026431336,228808316.7825442
BM6,Python-like lexer,operational,operational_rb_on,on,B3,gcc,gcc_O3,-O3,uniform,completed,,7,7,2.2531798092355446,1,1,1,1.0,1,2,2,1.7709236026431336,303076361.79683864
BM6,Python-like lexer,operational,operational_rb_on,on,B3,gcc,gcc_Os,-Os,uniform,completed,,7,7,2.2531798092355446,1,1,1,1.0,1,2,2,1.7709236026431336,223033665.4589372
BM6,Python-like lexer,operational,operational_rb_on,on,B3,clang,clang_O2,-O2,uniform,completed,,7,7,2.2531798092355446,1,1,1,1.0,1,2,2,1.7709236026431336,5532297872340.426
BM6,Python-like lexer,operational,operational_rb_on,on,B3,clang,clang_O3,-O3,uniform,completed,,7,7,2.2531798092355446,1,1,1,1.0,1,2,2,1.7709236026431336,5306489795918.367
BM6,Python-like lexer,operational,operational_rb_on,on,B3,clang,clang_Os,-Os,uniform,completed,,7,7,2.2531798092355446,1,1,1,1.0,1,2,2,1.7709236026431336,246267879.23101547
BM6,Python-like lexer,operational,operational_rb_on,on,B4,gcc,gcc_O2,-O2,uniform,completed,,7,7,1.968551337230879,2,3,3,1.8764850757418752,1,1,1,1.0,226846072.03958017
BM6,Python-like lexer,operational,operational_rb_on,on,B4,gcc,gcc_O3,-O3,uniform,completed,,7,7,1.968551337230879,2,3,3,1.8764850757418752,1,1,1,1.0,272913146.1558646
BM6,Python-like lexer,operational,operational_rb_on,on,B4,gcc,gcc_Os,-Os,uniform,completed,,7,7,1.968551337230879,2,3,3,1.8764850757418752,1,1,1,1.0,227614762.42165342
BM6,Python-like lexer,operational,operational_rb_on,on,B4,clang,clang_O2,-O2,uniform,completed,,7,7,1.968551337230879,2,3,3,1.8764850757418752,1,1,1,1.0,5098392156862.745
BM6,Python-like lexer,operational,operational_rb_on,on,B4,clang,clang_O3,-O3,uniform,completed,,7,7,1.968551337230879,2,3,3,1.8764850757418752,1,1,1,1.0,5532297872340.426
BM6,Python-like lexer,operational,operational_rb_on,on,B4,clang,clang_Os,-Os,uniform,completed,,7,7,1.968551337230879,2,3,3,1.8764850757418752,1,1,1,1.0,251648912.12931535
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,gcc,gcc_O2,-O2,uniform,completed,,7,5,2.5384348446363765,1,1,1,1.0,1,2,2,1.652426005272772,200693889.68003118
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,gcc,gcc_O3,-O3,uniform,completed,,7,5,2.5384348446363765,1,1,1,1.0,1,2,2,1.652426005272772,235080007.55820316
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,gcc,gcc_Os,-Os,uniform,completed,,7,5,2.5384348446363765,1,1,1,1.0,1,2,2,1.652426005272772,214563920.76867983
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,clang,clang_O2,-O2,uniform,completed,,7,5,2.5384348446363765,1,1,1,1.0,1,2,2,1.652426005272772,5652565217391.304
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,clang,clang_O3,-O3,uniform,completed,,7,5,2.5384348446363765,1,1,1,1.0,1,2,2,1.652426005272772,5000346153846.153
BM6,Python-like lexer,operational,operational_rb_on,on,B5_TREE,clang,clang_Os,-Os,uniform,completed,,7,5,2.5384348446363765,1,1,1,1.0,1,2,2,1.652426005272772,237616252.5576248
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,gcc,gcc_O2,-O2,uniform,completed,,7,5,2.5384348446363765,1,1,1,1.0,1,2,2,1.652426005272772,214052742.23742077
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,gcc,gcc_O3,-O3,uniform,completed,,7,5,2.5384348446363765,1,1,1,1.0,1,2,2,1.652426005272772,235877152.79699185
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,gcc,gcc_Os,-Os,uniform,completed,,7,5,2.5384348446363765,1,1,1,1.0,1,2,2,1.652426005272772,204251595.40874198
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,clang,clang_O2,-O2,uniform,completed,,7,5,2.5384348446363765,1,1,1,1.0,1,2,2,1.652426005272772,5417041666666.667
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,clang,clang_O3,-O3,uniform,completed,,7,5,2.5384348446363765,1,1,1,1.0,1,2,2,1.652426005272772,5306489795918.367
BM6,Python-like lexer,operational,operational_rb_on,on,B5_DAG,clang,clang_Os,-Os,uniform,completed,,7,5,2.5384348446363765,1,1,1,1.0,1,2,2,1.652426005272772,229876379.273305
BM6,Python-like lexer,fine,fine,off,B1,gcc,gcc_O2,-O2,same_A,completed,,0,0,0.0,18,34,34,7.732894890734227,11,20,20,6.433833253861864,204296369.5119776
BM6,Python-like lexer,fine,fine,off,B1,gcc,gcc_O3,-O3,same_A,completed,,0,0,0.0,18,34,34,7.732894890734227,11,20,20,6.433833253861864,224943854.4402573
BM6,Python-like lexer,fine,fine,off,B1,gcc,gcc_Os,-Os,same_A,completed,,0,0,0.0,18,34,34,7.732894890734227,11,20,20,6.433833253861864,190612123.11811048
BM6,Python-like lexer,fine,fine,off,B1,clang,clang_O2,-O2,same_A,completed,,0,0,0.0,18,34,34,7.732894890734227,11,20,20,6.433833253861864,4815148148148.148
BM6,Python-like lexer,fine,fine,off,B1,clang,clang_O3,-O3,same_A,completed,,0,0,0.0,18,34,34,7.732894890734227,11,20,20,6.433833253861864,5200360000000.0
BM6,Python-like lexer,fine,fine,off,B1,clang,clang_Os,-Os,same_A,completed,,0,0,0.0,18,34,34,7.732894890734227,11,20,20,6.433833253861864,231927208.44085237
BM6,Python-like lexer,fine,fine,off,B2,gcc,gcc_O2,-O2,same_A,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0121636332556614,220879105.9432754
BM6,Python-like lexer,fine,fine,off,B2,gcc,gcc_O3,-O3,same_A,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0121636332556614,228606747.12480977
BM6,Python-like lexer,fine,fine,off,B2,gcc,gcc_Os,-Os,same_A,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0121636332556614,191523604.7550546
BM6,Python-like lexer,fine,fine,off,B2,clang,clang_O2,-O2,same_A,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0121636332556614,5000346153846.153
BM6,Python-like lexer,fine,fine,off,B2,clang,clang_O3,-O3,same_A,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0121636332556614,5306489795918.367
BM6,Python-like lexer,fine,fine,off,B2,clang,clang_Os,-Os,same_A,completed,,1,1,1.0,1,1,1,1.0,3,5,5,2.0121636332556614,242200970.04088256
BM6,Python-like lexer,fine,fine,off,B3,gcc,gcc_O2,-O2,same_A,completed,,32,32,15.344036490899766,1,1,1,1.0,1,2,2,1.9330550332430658,184301700.84517744
BM6,Python-like lexer,fine,fine,off,B3,gcc,gcc_O3,-O3,same_A,completed,,32,32,15.344036490899766,1,1,1,1.0,1,2,2,1.9330550332430658,205976060.90132052
BM6,Python-like lexer,fine,fine,off,B3,gcc,gcc_Os,-Os,same_A,completed,,32,32,15.344036490899766,1,1,1,1.0,1,2,2,1.9330550332430658,176011437.2437434
BM6,Python-like lexer,fine,fine,off,B3,clang,clang_O2,-O2,same_A,completed,,32,32,15.344036490899766,1,1,1,1.0,1,2,2,1.9330550332430658,5652565217391.304
BM6,Python-like lexer,fine,fine,off,B3,clang,clang_O3,-O3,same_A,completed,,32,32,15.344036490899766,1,1,1,1.0,1,2,2,1.9330550332430658,5652565217391.304
BM6,Python-like lexer,fine,fine,off,B3,clang,clang_Os,-Os,same_A,completed,,32,32,15.344036490899766,1,1,1,1.0,1,2,2,1.9330550332430658,188989094.63046467
